id,name,year,rural_pop,urban_pop
325,San Bernardino,2003,6281.0,1016.0
326,San Francisco Zapotitlán,2003,528.0,11.0
327,San Gabriel,2003,29.0,11085.0
328,San José El Idolo,2003,20323.0,0.0
329,San Juan Bautista,2003,4090.0,0.0
330,San Lorenzo,2003,-6442406976.0,0.0
331,San Miguel Panán,2003,848.0,0.0
332,San Pablo Jocopilas,2003,437.0,471.0
333,Santa Bárbara,2003,15141.0,0.0
334,Santo Domingo Suchitepequez,2003,-2147381996.0,20.0
335,Santo Tomás La Unión,2003,159.0,0.0
336,Zunilito,2003,2271.0,0.0
337,Momostenango,2003,112034.0,266.0
338,San Andrés Xecul,2003,299.0,13894.0
339,San Bartolo,2003,14016.0,0.0
340,San Cristóbal Totonicapán,2003,3515.0,36927.0
341,San Francisco El Alto,2003,21822.0,12552.0
342,Santa Lucía La Reforma,2003,10442.0,0.0
343,Santa María Chiquimula,2003,53901.0,88.0
344,Totonicapán,2003,32168.0,107824.0
345,Cabañas,2003,7175.0,0.0
346,Estanzuela,2003,9176.0,13790.0
347,Gualán,2003,56216.0,0.0
348,Huité,2003,8261.0,0.0
349,La Unión,2003,5355.0,0.0
350,Río Hondo,2003,43218.0,2581.0
351,San Diego,2003,5402.0,0.0
352,Teculután,2003,13233.0,0.0
353,Usumatlán,2003,5632.0,0.0
354,Zacapa,2003,26879.0,56080.0
1,Chahal,2004,17414.0,0.0
2,Chisec,2004,95923.0,0.0
3,Cobán,2004,78793.0,76008.0
4,Fray Bartolomé de las Casas,2004,55099.0,0.0
5,Lanquín,2004,29399.0,0.0
6,Panzós,2004,92236.0,0.0
7,San Cristóbal Verapaz,2004,60371.0,0.0
8,San Juan Chamelco,2004,60571.0,0.0
9,San Pedro Carchá,2004,148690.0,26476.0
10,Santa Cruz Verapaz,2004,39143.0,0.0
11,Santa María Cahabón,2004,44142.0,0.0
12,Senahú,2004,73089.0,0.0
13,Tactic,2004,31578.0,0.0
14,Tamahú,2004,10814.0,0.0
15,Tucurú,2004,36139.0,0.0
16,Cubulco,2004,53610.0,0.0
17,Granados,2004,15068.0,0.0
18,Purulhá,2004,45986.0,0.0
19,Rabinal,2004,39985.0,0.0
20,Salamá,2004,25240.0,34132.0
21,San Jerónimo,2004,21904.0,0.0
22,San Miguel Chicaj,2004,29127.0,0.0
23,Santa Cruz El Chol,2004,10587.0,0.0
24,Acatenango,2004,23279.0,0.0
25,Chimaltenango,2004,801.0,92274.0
26,Comalapa,2004,6022.0,18124.0
27,El Tejar,2004,521.0,16892.0
28,Parramos,2004,3971.0,8043.0
29,Patzún,2004,17568.0,36117.0
30,Patzicía,2004,34009.0,139.0
31,Pochuta,2004,13373.0,0.0
32,San Andrés Itzapa,2004,11682.0,14195.0
33,San José Poaquil,2004,37883.0,0.0
34,San Martín Jilotepeque,2004,70929.0,3100.0
35,Santa Apolonia,2004,10393.0,0.0
36,Santa Cruz Balanyá,2004,5763.0,0.0
37,Tecpán Guatemala,2004,93572.0,152.0
38,Yepocapa,2004,29501.0,0.0
39,Zaragoza,2004,16950.0,3975.0
40,Camotán,2004,42619.0,0.0
41,Chiquimula,2004,25382.0,75155.0
42,Concepción Las Minas,2004,14766.0,0.0
43,Esquipulas,2004,24494.0,30173.0
44,Ipala,2004,25526.0,0.0
45,Jocotán,2004,60375.0,0.0
46,Olopa,2004,23152.0,0.0
47,Quezaltepeque,2004,28560.0,0.0
48,San Jacinto,2004,13617.0,0.0
49,San José La Arada,2004,9446.0,0.0
50,San Juan Ermita,2004,15184.0,0.0
51,El Jícaro,2004,10841.0,0.0
52,Guastatoya,2004,13376.0,9139.0
53,Morazán,2004,14268.0,0.0
54,San Agustín Acasaguastlán,2004,45138.0,0.0
55,San Antonio La Paz,2004,19362.0,0.0
56,San Cristóbal Acasaguastlán,2004,10220.0,0.0
57,Sanarate,2004,42821.0,0.0
58,Sansare,2004,11761.0,0.0
59,Escuintla,2004,14622.0,134733.0
60,Guanagazapa,2004,22582.0,0.0
61,Iztapa,2004,-2147477014.0,-2147477416.0
62,La Democracia,2004,18024.0,0.0
63,La Gomera,2004,-6442388836.0,0.0
64,Masagua,2004,38327.0,957.0
65,Nueva Concepción,2004,-2147401486.0,0.0
66,Palín,2004,479.0,54474.0
67,San José,2004,21220.0,-2147439711.0
68,San Vicente Pacaya,2004,1589.0,15181.0
69,Santa Lucía Cotzumalguapa,2004,49592.0,64203.0
70,Siquinalá,2004,2503.0,14700.0
71,Tiquisate,2004,-2147438599.0,16187.0
72,Amatitlán,2004,1662.0,111243.0
73,Chinautla,2004,7046.0,108873.0
74,Chuarrancho,2004,12513.0,0.0
75,Fraijanes,2004,8165.0,39837.0
76,Mixco,2004,0.0,508294.0
77,Palencia,2004,29352.0,22727.0
78,Petapa,2004,0.0,124947.0
79,San José del Golfo,2004,4334.0,0.0
80,San José Pinula,2004,19024.0,32326.0
81,San Juan Sacatepéquez,2004,52827.0,137288.0
82,San Pedro Ayampuc,2004,25322.0,26553.0
83,San Pedro Sacatepéquez,2004,144.0,28998.0
84,San Raymundo,2004,11714.0,12400.0
85,Santa Catarina Pinula,2004,0.0,67351.0
86,Villa Canales,2004,31737.0,72126.0
87,Villa Nueva,2004,0.0,465667.0
88,ZONA 10,2004,0.0,76184.0
89,ZONA 11,2004,0.0,115439.0
90,ZONA 12,2004,0.0,124105.0
91,ZONA 13,2004,0.0,39853.0
92,ZONA 14,2004,0.0,37942.0
93,ZONA 15,2004,0.0,142419.0
94,ZONA 16,2004,0.0,39653.0
95,ZONA 17,2004,0.0,32490.0
96,ZONA 18,2004,0.0,44684.0
97,ZONA 19,2004,0.0,11678.0
98,ZONA 1,2004,0.0,118881.0
99,ZONA 22,2004,0.0,41079.0
100,ZONA 24,2004,0.0,253.0
101,ZONA 25,2004,0.0,4227.0
102,ZONA 2,2004,0.0,37923.0
103,ZONA 3,2004,0.0,39902.0
104,ZONA 4,2004,0.0,6092.0
105,ZONA 5,2004,0.0,74039.0
106,ZONA 6,2004,0.0,58490.0
107,ZONA 7,2004,0.0,134552.0
108,ZONA 8,2004,0.0,21236.0
109,ZONA 9,2004,0.0,46828.0
110,Aguacatán,2004,44169.0,0.0
111,Chiantla,2004,74367.0,837.0
112,Colotenango,2004,15770.0,0.0
113,Concepción Huista,2004,36328.0,0.0
114,Cuilco,2004,88746.0,0.0
115,Huehuetenango,2004,35763.0,29889.0
116,Jacaltenango,2004,25802.0,0.0
117,La Democracia,2004,30275.0,0.0
118,La Libertad,2004,36610.0,0.0
119,Malacatancito,2004,9284.0,69164.0
120,Nentón,2004,33469.0,0.0
121,San Antonio Huista,2004,25543.0,0.0
122,San Gaspar Ixchil,2004,11023.0,0.0
123,San Ildefonso Ixtahuacán,2004,68184.0,0.0
124,San Juan Atitán,2004,6335.0,0.0
125,San Juan Ixcoy,2004,6163.0,19563.0
126,San Mateo Ixtatán,2004,18958.0,0.0
127,San Miguel Acatán,2004,29364.0,0.0
128,San Pedro Necta,2004,15188.0,0.0
129,San Rafael La Independencia,2004,19286.0,0.0
130,San Rafael Petzal,2004,9401.0,0.0
131,San Sebastián Coatán,2004,28288.0,0.0
132,San Sebastián Huehuetenango,2004,23364.0,0.0
133,Santa Ana Huista,2004,28405.0,0.0
134,Santa Bárbara,2004,32311.0,0.0
135,Santa Cruz Barillas,2004,100348.0,0.0
136,Santa Eulalia,2004,29692.0,0.0
137,Santiago Chimaltenango,2004,6799.0,0.0
138,Soloma,2004,18903.0,11676.0
139,Tectitán,2004,10814.0,0.0
140,Todos Santos Cuchumatán,2004,37974.0,0.0
141,El Estor,2004,63842.0,0.0
142,Livingston,2004,-6442419385.0,0.0
143,Los Amates,2004,67776.0,0.0
144,Morales,2004,65505.0,41550.0
145,NA,2004,-2147478914.0,0.0
146,Puerto Barrios,2004,-2147459665.0,71372.0
147,San Luis,2004,11545.0,0.0
148,Jalapa,2004,61853.0,69587.0
149,Mataquescuintla,2004,39493.0,0.0
150,Monjas,2004,28836.0,0.0
151,San Carlos Alzatate,2004,11819.0,0.0
152,San Luis Jilotepeque,2004,26687.0,0.0
153,San Manuel Chaparrón,2004,12756.0,0.0
154,San Pedro Pinula,2004,55863.0,74.0
155,Agua Blanca,2004,14057.0,0.0
156,Asunción Mita,2004,34563.0,17111.0
157,Atescatempa,2004,17744.0,0.0
158,Comapa,2004,28221.0,0.0
159,Conguaco,2004,20689.0,0.0
160,El Adelanto,2004,9375.0,0.0
161,El Progreso,2004,12156.0,14030.0
162,Jalpatagua,2004,28864.0,0.0
163,Jerez,2004,7094.0,47.0
164,Jutiapa,2004,85035.0,52348.0
165,Moyuta,2004,-8589888685.0,0.0
166,Pasaco,2004,-2147474780.0,0.0
167,Quezada,2004,22440.0,0.0
168,San José Acatempa,2004,18162.0,0.0
169,Santa Catarina Mita,2004,29021.0,0.0
170,Yupiltepeque,2004,14954.0,0.0
171,Zapotitlán,2004,11740.0,0.0
172,Dolores,2004,48033.0,0.0
173,Flores,2004,31046.0,41580.0
174,La Libertad,2004,86649.0,0.0
175,Melchor de Mencos,2004,25253.0,0.0
176,Poptún,2004,50202.0,0.0
177,San Andrés,2004,21098.0,6.0
178,San Benito,2004,1186.0,7115.0
179,San Francisco,2004,5224.0,0.0
180,San José,2004,819.0,8483.0
181,San Luis,2004,61994.0,0.0
182,Santa Ana,2004,5591.0,612.0
183,Sayaxché,2004,72843.0,0.0
184,Almolonga,2004,0.0,15262.0
185,Cabricán,2004,25567.0,0.0
186,Cajolá,2004,12141.0,5.0
187,Cantel,2004,6724.0,37756.0
188,Coatepeque,2004,68581.0,51386.0
189,Colomba,2004,46010.0,46.0
190,Concepción Chiquirichapa,2004,13030.0,0.0
191,El Palmar,2004,28136.0,0.0
192,Flores Costa Cuca,2004,23797.0,97.0
193,Génova,2004,39224.0,0.0
194,Huitán,2004,11697.0,0.0
195,La Esperanza,2004,0.0,20937.0
196,Olintepeque,2004,0.0,32936.0
197,Ostuncalco,2004,23861.0,36189.0
198,Palestina de Los Altos,2004,15140.0,0.0
199,Quetzaltenango,2004,4835.0,155213.0
200,Salcajá,2004,0.0,25361.0
201,San Carlos Sija,2004,37207.0,0.0
202,San Francisco La Unión,2004,6994.0,338.0
203,San Martín Sacatepéquez,2004,27962.0,0.0
204,San Mateo,2004,658.0,4945.0
205,San Miguel Sigüilá,2004,384.0,6241.0
206,Sibilia,2004,11630.0,0.0
207,Zunil,2004,18447.0,176.0
208,Canillá,2004,12231.0,0.0
209,Chajul,2004,46779.0,0.0
210,Chicaman,2004,32476.0,0.0
211,Chiché,2004,21645.0,4140.0
212,Chichicastenango,2004,132232.0,0.0
213,Chinique,2004,8660.0,0.0
214,Cunén,2004,31544.0,0.0
215,Ixcán,2004,54219.0,0.0
216,Joyabaj,2004,63764.0,0.0
217,Nebaj,2004,61045.0,0.0
218,Pachalúm,2004,11376.0,0.0
219,Patzité,2004,10673.0,3.0
220,Sacapulas,2004,45453.0,0.0
221,San Andrés Sajcabajá,2004,27668.0,0.0
222,San Antonio Ilotenango,2004,24162.0,4420.0
223,San Bartolomé Jocotenango,2004,10058.0,0.0
224,San Juan Cotzal,2004,29983.0,0.0
225,San Pedro Jocopilas,2004,26945.0,0.0
226,Santa Cruz del Quiché,2004,16615.0,56098.0
227,Uspantán,2004,58227.0,0.0
228,Zacualpa,2004,25575.0,0.0
229,Champerico,2004,-10737385341.0,0.0
230,El Asintal,2004,32832.0,0.0
231,Nuevo San Carlos,2004,20021.0,10349.0
232,Retalhuleu,2004,-10737375776.0,53713.0
233,San Andrés Villa Seca,2004,-2147422095.0,687.0
234,San Felipe,2004,12003.0,10426.0
235,San Martín Zapotitlán,2004,51.0,10289.0
236,San Sebastián,2004,0.0,29039.0
237,Santa Cruz Muluá,2004,10762.0,2545.0
238,Alotenango,2004,12799.0,8734.0
239,Antigua Guatemala,2004,104.0,53633.0
240,Ciudad Vieja,2004,187.0,30728.0
241,Jocotenango,2004,0.0,22099.0
242,Magdalena Milpas Altas,2004,20.0,13137.0
243,Pastores,2004,317.0,16734.0
244,San Antonio Aguas Calientes,2004,0.0,11151.0
245,San Bartolomé Milpas Altas,2004,0.0,8985.0
246,San Lucas Sacatepéquez,2004,0.0,24309.0
247,San Miguel Dueñas,2004,3701.0,8278.0
248,Santa Catarina Barahona,2004,542.0,2736.0
249,Santa Lucía Milpas Altas,2004,0.0,14862.0
250,Santa María de Jesús,2004,15834.0,1558.0
251,Santiago Sacatepéquez,2004,0.0,27629.0
252,Santo Domingo Xenacoj,2004,1096.0,11955.0
253,Sumpango,2004,1138.0,34654.0
254,Ayutla,2004,11697.0,23151.0
255,Catarina,2004,30289.0,484.0
256,Comitancillo,2004,58797.0,0.0
257,Concepción Tutuapa,2004,63774.0,0.0
258,El Quetzal,2004,21278.0,2195.0
259,El Rodeo,2004,16240.0,0.0
260,El Tumbador,2004,40268.0,0.0
261,Esquipulas Palo Gordo,2004,9877.0,0.0
262,Ixchiguan,2004,28817.0,0.0
263,La Reforma,2004,18378.0,70.0
264,Malacatán,2004,56429.0,36062.0
265,Nuevo Progreso,2004,30735.0,0.0
266,Ocos,2004,33682.0,2457.0
267,Pajapita,2004,18052.0,4701.0
268,Río Blanco,2004,6036.0,0.0
269,San Antonio Sacatepéquez,2004,15849.0,581.0
270,San Cristobal Cucho,2004,16867.0,0.0
271,San José Ojetenam,2004,21767.0,0.0
272,San Lorenzo,2004,16757.0,28.0
273,San Marcos,2004,19375.0,27785.0
274,San Miguel Ixtahuacán,2004,39902.0,0.0
275,San Pablo,2004,43348.0,890.0
276,San Pedro Sacatepéquez,2004,11715.0,60172.0
277,San Rafaél Pie de la Cuesta,2004,21095.0,0.0
278,San Sibinal,2004,15448.0,0.0
279,Sipacapa,2004,17308.0,0.0
280,Tacaná,2004,79236.0,0.0
281,Tajumulco,2004,50990.0,0.0
282,Tejutla,2004,35044.0,0.0
283,Barberena,2004,17331.0,28756.0
284,Casillas,2004,27203.0,0.0
285,Chiquimulilla,2004,-15032328670.0,0.0
286,Cuilapa,2004,14047.0,16658.0
287,Guazacapán,2004,15976.0,0.0
288,Nueva Santa Rosa,2004,34930.0,0.0
289,Oratorio,2004,28132.0,0.0
290,Pueblo Nuevo Viñas,2004,22909.0,0.0
291,San Juan Tecuaco,2004,10460.0,0.0
292,San Rafaél Las Flores,2004,12434.0,0.0
293,Santa Cruz Naranjo,2004,14661.0,0.0
294,Santa María Ixhuatán,2004,30906.0,0.0
295,Santa Rosa de Lima,2004,21891.0,0.0
296,Taxisco,2004,-12884875191.0,0.0
297,Concepción,2004,4306.0,477.0
298,Nahualá,2004,64027.0,418.0
299,NA,2004,2316.0,563.0
300,Panajachel,2004,0.0,12450.0
301,San Andrés Semetabaj,2004,6382.0,3583.0
302,San Antonio Palopó,2004,13504.0,0.0
303,San José Chacayá,2004,3078.0,14.0
304,San Juan La Laguna,2004,14401.0,0.0
305,San Lucas Tolimán,2004,27166.0,0.0
306,San Marcos La Laguna,2004,248.0,0.0
307,San Pablo La Laguna,2004,4233.0,0.0
308,San Pedro La Laguna,2004,6660.0,0.0
309,Santa Catarina Ixtahuacan,2004,52722.0,415.0
310,Santa Catarina Palopó,2004,4204.0,67.0
311,Santa Clara La Laguna,2004,13555.0,0.0
312,Santa Cruz La Laguna,2004,2553.0,2822.0
313,Santa Lucía Utatlán,2004,23064.0,0.0
314,Santa María Visitación,2004,3003.0,0.0
315,Santiago Atitlán,2004,41028.0,0.0
316,Sololá,2004,38478.0,46684.0
317,Chicacao,2004,56340.0,24.0
318,Cuyotenango,2004,27487.0,2663.0
319,Mazatenango,2004,1269.0,66361.0
320,Patulul,2004,24590.0,0.0
321,Pueblo Nuevo,2004,3551.0,0.0
322,Río Bravo,2004,19475.0,0.0
323,Samayac,2004,20426.0,16075.0
324,San Antonio Suchitepéquez,2004,47163.0,0.0
325,San Bernardino,2004,14134.0,2345.0
326,San Francisco Zapotitlán,2004,3151.0,64.0
327,San Gabriel,2004,348.0,12420.0
328,San José El Idolo,2004,7909.0,0.0
329,San Juan Bautista,2004,8331.0,0.0
330,San Lorenzo,2004,-6442438636.0,0.0
331,San Miguel Panán,2004,5080.0,0.0
332,San Pablo Jocopilas,2004,10712.0,11108.0
333,Santa Bárbara,2004,22793.0,0.0
334,Santo Domingo Suchitepequez,2004,-2147434947.0,19.0
335,Santo Tomás La Unión,2004,9921.0,0.0
336,Zunilito,2004,13389.0,0.0
337,Momostenango,2004,110958.0,280.0
338,San Andrés Xecul,2004,458.0,30068.0
339,San Bartolo,2004,11066.0,0.0
340,San Cristóbal Totonicapán,2004,2934.0,29446.0
341,San Francisco El Alto,2004,36595.0,21603.0
342,Santa Lucía La Reforma,2004,14832.0,0.0
343,Santa María Chiquimula,2004,42554.0,30.0
344,Totonicapán,2004,26423.0,97203.0
345,Cabañas,2004,14646.0,0.0
346,Estanzuela,2004,5941.0,11031.0
347,Gualán,2004,55825.0,0.0
348,Huité,2004,11981.0,0.0
349,La Unión,2004,29123.0,0.0
350,Río Hondo,2004,19789.0,1210.0
351,San Diego,2004,7368.0,0.0
352,Teculután,2004,19509.0,0.0
353,Usumatlán,2004,11542.0,0.0
354,Zacapa,2004,19507.0,51891.0
1,Chahal,2005,14950.0,0.0
2,Chisec,2005,80057.0,0.0
3,Cobán,2005,64004.0,67546.0
4,Fray Bartolomé de las Casas,2005,47520.0,0.0
5,Lanquín,2005,24916.0,0.0
6,Panzós,2005,77519.0,0.0
7,San Cristóbal Verapaz,2005,49623.0,0.0
8,San Juan Chamelco,2005,51109.0,0.0
9,San Pedro Carchá,2005,124297.0,22903.0
10,Santa Cruz Verapaz,2005,33272.0,0.0
11,Santa María Cahabón,2005,37187.0,0.0
12,Senahú,2005,61221.0,0.0
13,Tactic,2005,26570.0,0.0
14,Tamahú,2005,9780.0,0.0
15,Tucurú,2005,29644.0,0.0
16,Cubulco,2005,45102.0,0.0
17,Granados,2005,12677.0,0.0
18,Purulhá,2005,38497.0,0.0
19,Rabinal,2005,33664.0,0.0
20,Salamá,2005,21122.0,28785.0
21,San Jerónimo,2005,18414.0,0.0
22,San Miguel Chicaj,2005,24521.0,0.0
23,Santa Cruz El Chol,2005,8907.0,0.0
24,Acatenango,2005,19582.0,0.0
25,Chimaltenango,2005,713.0,77914.0
26,Comalapa,2005,4909.0,15353.0
27,El Tejar,2005,408.0,13714.0
28,Parramos,2005,3255.0,6778.0
29,Patzún,2005,14523.0,30710.0
30,Patzicía,2005,28512.0,127.0
31,Pochuta,2005,11213.0,0.0
32,San Andrés Itzapa,2005,9720.0,12047.0
33,San José Poaquil,2005,31899.0,0.0
34,San Martín Jilotepeque,2005,59753.0,2559.0
35,Santa Apolonia,2005,8736.0,0.0
36,Santa Cruz Balanyá,2005,4862.0,0.0
37,Tecpán Guatemala,2005,78742.0,129.0
38,Yepocapa,2005,24676.0,0.0
39,Zaragoza,2005,14348.0,3462.0
40,Camotán,2005,36598.0,0.0
41,Chiquimula,2005,21377.0,63292.0
42,Concepción Las Minas,2005,12429.0,0.0
43,Esquipulas,2005,20892.0,25556.0
44,Ipala,2005,21464.0,0.0
45,Jocotán,2005,50771.0,0.0
46,Olopa,2005,19472.0,0.0
47,Quezaltepeque,2005,24080.0,0.0
48,San Jacinto,2005,11448.0,0.0
49,San José La Arada,2005,7946.0,0.0
50,San Juan Ermita,2005,12771.0,0.0
51,El Jícaro,2005,9106.0,0.0
52,Guastatoya,2005,11598.0,7408.0
53,Morazán,2005,12009.0,0.0
54,San Agustín Acasaguastlán,2005,37990.0,0.0
55,San Antonio La Paz,2005,16271.0,0.0
56,San Cristóbal Acasaguastlán,2005,8578.0,0.0
57,Sanarate,2005,35990.0,0.0
58,Sansare,2005,9885.0,0.0
59,Escuintla,2005,11858.0,113810.0
60,Guanagazapa,2005,19197.0,0.0
61,Iztapa,2005,-2147476536.0,-2147479652.0
62,La Democracia,2005,15114.0,0.0
63,La Gomera,2005,-6442398680.0,0.0
64,Masagua,2005,32130.0,802.0
65,Nueva Concepción,2005,-2147414558.0,0.0
66,Palín,2005,389.0,46151.0
67,San José,2005,17259.0,-2147445990.0
68,San Vicente Pacaya,2005,1254.0,12748.0
69,Santa Lucía Cotzumalguapa,2005,40860.0,54811.0
70,Siquinalá,2005,2050.0,12515.0
71,Tiquisate,2005,-2147445748.0,13600.0
72,Amatitlán,2005,1429.0,93446.0
73,Chinautla,2005,6026.0,92956.0
74,Chuarrancho,2005,10514.0,0.0
75,Fraijanes,2005,6331.0,33905.0
76,Mixco,2005,0.0,426999.0
77,Palencia,2005,24618.0,19174.0
78,Petapa,2005,0.0,104554.0
79,San José del Golfo,2005,3647.0,0.0
80,San José Pinula,2005,15932.0,27230.0
81,San Juan Sacatepéquez,2005,42135.0,115493.0
82,San Pedro Ayampuc,2005,21343.0,22389.0
83,San Pedro Sacatepéquez,2005,132.0,27097.0
84,San Raymundo,2005,9783.0,10538.0
85,Santa Catarina Pinula,2005,0.0,56684.0
86,Villa Canales,2005,26788.0,59461.0
87,Villa Nueva,2005,0.0,393749.0
88,ZONA 10,2005,0.0,65902.0
89,ZONA 11,2005,0.0,93870.0
90,ZONA 12,2005,0.0,102478.0
91,ZONA 13,2005,0.0,29326.0
92,ZONA 14,2005,0.0,28821.0
93,ZONA 15,2005,0.0,103730.0
94,ZONA 16,2005,0.0,38413.0
95,ZONA 17,2005,0.0,41002.0
96,ZONA 18,2005,0.0,58871.0
97,ZONA 19,2005,0.0,9829.0
98,ZONA 1,2005,0.0,96666.0
99,ZONA 22,2005,0.0,34229.0
100,ZONA 24,2005,0.0,334.0
101,ZONA 25,2005,0.0,3586.0
102,ZONA 2,2005,0.0,29298.0
103,ZONA 3,2005,0.0,32445.0
104,ZONA 4,2005,0.0,4954.0
105,ZONA 5,2005,0.0,60202.0
106,ZONA 6,2005,0.0,49030.0
107,ZONA 7,2005,0.0,111379.0
108,ZONA 8,2005,0.0,17268.0
109,ZONA 9,2005,0.0,38077.0
110,Aguacatán,2005,37225.0,0.0
111,Chiantla,2005,62554.0,702.0
112,Colotenango,2005,13285.0,0.0
113,Concepción Huista,2005,31535.0,0.0
114,Cuilco,2005,74609.0,0.0
115,Huehuetenango,2005,30113.0,25145.0
116,Jacaltenango,2005,21900.0,0.0
117,La Democracia,2005,25394.0,0.0
118,La Libertad,2005,30868.0,0.0
119,Malacatancito,2005,7125.0,58915.0
120,Nentón,2005,28142.0,0.0
121,San Antonio Huista,2005,20224.0,0.0
122,San Gaspar Ixchil,2005,9294.0,0.0
123,San Ildefonso Ixtahuacán,2005,57527.0,0.0
124,San Juan Atitán,2005,5349.0,0.0
125,San Juan Ixcoy,2005,5094.0,16637.0
126,San Mateo Ixtatán,2005,14071.0,0.0
127,San Miguel Acatán,2005,24797.0,0.0
128,San Pedro Necta,2005,12535.0,0.0
129,San Rafael La Independencia,2005,16239.0,0.0
130,San Rafael Petzal,2005,7950.0,0.0
131,San Sebastián Coatán,2005,25419.0,0.0
132,San Sebastián Huehuetenango,2005,19665.0,0.0
133,Santa Ana Huista,2005,24253.0,0.0
134,Santa Bárbara,2005,27159.0,0.0
135,Santa Cruz Barillas,2005,84600.0,0.0
136,Santa Eulalia,2005,25196.0,0.0
137,Santiago Chimaltenango,2005,5526.0,0.0
138,Soloma,2005,15565.0,9942.0
139,Tectitán,2005,9103.0,0.0
140,Todos Santos Cuchumatán,2005,32015.0,0.0
141,El Estor,2005,53460.0,0.0
142,Livingston,2005,-6442424632.0,0.0
143,Los Amates,2005,56969.0,0.0
144,Morales,2005,54719.0,35356.0
145,NA,2005,-2147480229.0,0.0
146,Puerto Barrios,2005,-2147463093.0,61191.0
147,San Luis,2005,10902.0,0.0
148,Jalapa,2005,51809.0,58788.0
149,Mataquescuintla,2005,33200.0,0.0
150,Monjas,2005,24273.0,0.0
151,San Carlos Alzatate,2005,9934.0,0.0
152,San Luis Jilotepeque,2005,22463.0,0.0
153,San Manuel Chaparrón,2005,10582.0,0.0
154,San Pedro Pinula,2005,46982.0,61.0
155,Agua Blanca,2005,12032.0,0.0
156,Asunción Mita,2005,28645.0,14911.0
157,Atescatempa,2005,14920.0,0.0
158,Comapa,2005,23742.0,0.0
159,Conguaco,2005,17385.0,0.0
160,El Adelanto,2005,7888.0,0.0
161,El Progreso,2005,10268.0,11792.0
162,Jalpatagua,2005,24315.0,0.0
163,Jerez,2005,6004.0,45.0
164,Jutiapa,2005,71535.0,44048.0
165,Moyuta,2005,-8589896020.0,0.0
166,Pasaco,2005,-2147476029.0,0.0
167,Quezada,2005,18824.0,0.0
168,San José Acatempa,2005,15257.0,0.0
169,Santa Catarina Mita,2005,24422.0,0.0
170,Yupiltepeque,2005,12584.0,0.0
171,Zapotitlán,2005,9875.0,0.0
172,Dolores,2005,39595.0,0.0
173,Flores,2005,26419.0,30304.0
174,La Libertad,2005,72599.0,0.0
175,Melchor de Mencos,2005,21051.0,0.0
176,Poptún,2005,43311.0,0.0
177,San Andrés,2005,18640.0,65.0
178,San Benito,2005,907.0,5911.0
179,San Francisco,2005,3947.0,0.0
180,San José,2005,1106.0,7640.0
181,San Luis,2005,50890.0,0.0
182,Santa Ana,2005,5180.0,1486.0
183,Sayaxché,2005,63049.0,0.0
184,Almolonga,2005,0.0,12838.0
185,Cabricán,2005,21512.0,0.0
186,Cajolá,2005,10384.0,4.0
187,Cantel,2005,5554.0,31854.0
188,Coatepeque,2005,57683.0,43209.0
189,Colomba,2005,38466.0,42.0
190,Concepción Chiquirichapa,2005,10979.0,0.0
191,El Palmar,2005,23213.0,0.0
192,Flores Costa Cuca,2005,19986.0,80.0
193,Génova,2005,33107.0,0.0
194,Huitán,2005,9851.0,0.0
195,La Esperanza,2005,0.0,17564.0
196,Olintepeque,2005,0.0,27553.0
197,Ostuncalco,2005,20082.0,30475.0
198,Palestina de Los Altos,2005,12745.0,0.0
199,Quetzaltenango,2005,3917.0,131016.0
200,Salcajá,2005,0.0,21892.0
201,San Carlos Sija,2005,31319.0,0.0
202,San Francisco La Unión,2005,5892.0,306.0
203,San Martín Sacatepéquez,2005,23655.0,0.0
204,San Mateo,2005,532.0,4180.0
205,San Miguel Sigüilá,2005,323.0,5250.0
206,Sibilia,2005,9630.0,0.0
207,Zunil,2005,15150.0,144.0
208,Canillá,2005,10299.0,0.0
209,Chajul,2005,38512.0,0.0
210,Chicaman,2005,27464.0,0.0
211,Chiché,2005,18283.0,3489.0
212,Chichicastenango,2005,111143.0,0.0
213,Chinique,2005,7293.0,0.0
214,Cunén,2005,26551.0,0.0
215,Ixcán,2005,45717.0,0.0
216,Joyabaj,2005,53671.0,0.0
217,Nebaj,2005,51351.0,0.0
218,Pachalúm,2005,9577.0,0.0
219,Patzité,2005,8929.0,2.0
220,Sacapulas,2005,38249.0,0.0
221,San Andrés Sajcabajá,2005,23272.0,0.0
222,San Antonio Ilotenango,2005,20129.0,13713.0
223,San Bartolomé Jocotenango,2005,8460.0,0.0
224,San Juan Cotzal,2005,25328.0,0.0
225,San Pedro Jocopilas,2005,22664.0,0.0
226,Santa Cruz del Quiché,2005,13720.0,37772.0
227,Uspantán,2005,49267.0,0.0
228,Zacualpa,2005,21538.0,0.0
229,Champerico,2005,-10737390560.0,0.0
230,El Asintal,2005,27622.0,0.0
231,Nuevo San Carlos,2005,16945.0,8566.0
232,Retalhuleu,2005,-10737382609.0,45389.0
233,San Andrés Villa Seca,2005,-2147433158.0,688.0
234,San Felipe,2005,10886.0,8433.0
235,San Martín Zapotitlán,2005,37.0,8671.0
236,San Sebastián,2005,0.0,24427.0
237,Santa Cruz Muluá,2005,8592.0,2620.0
238,Alotenango,2005,10688.0,7358.0
239,Antigua Guatemala,2005,89.0,45231.0
240,Ciudad Vieja,2005,158.0,26029.0
